f;p;d;h;R;Ct;zone;htg;hrg;pol;phi_t;phi_r;lam_t;lam_r;azimuth;distance_ring
0.9;50;[0, 1.0, 2.0, 3.0, 4.0];[5, 5, 4, 0, 0];[15, 15, 15, 0, 0];[4, 4, 4, 1, 1];[4, 4, 4, 1, 1];57;10;1;9.338100061976828;9.317399418030336;-13.412822844417603;-13.430469949752393;220.0;4
0.9;50;[0, 1.0, 2.0, 3.0, 4.0];[5, 5, 7, 0, 0];[15, 15, 15, 0, 0];[4, 4, 4, 1, 1];[4, 4, 4, 1, 1];57;10;1;9.33921948919088;9.321876889404761;-13.413939825122085;-13.434937958249051;230.0;4
0.9;50;[0, 1.0, 2.0, 3.0, 4.0];[4, 4, 8, 0, 0];[15, 15, 0, 0, 0];[4, 4, 1, 1, 1];[4, 4, 4, 1, 1];57;10;1;9.340514555167868;9.32705695838313;-13.414844129778928;-13.438555424280938;240.0;4
0.9;50;[0, 1.0, 2.0, 3.0, 4.0];[4, 4, 0, 0, 0];[15, 15, 0, 0, 0];[4, 4, 1, 1, 1];[4, 4, 4, 1, 1];57;10;1;9.341945911447993;9.332782254583103;-13.415508279684202;-13.441212403367384;250.0;4
0.9;50;[0, 1.0, 2.0, 3.0, 4.0];[5, 5, 0, 0, 0];[0, 0, 0, 0, 0];[1, 1, 1, 1, 1];[4, 4, 4, 1, 1];57;10;1;9.343470067961404;9.338878833285571;-13.415912092121651;-13.442828119047872;260.0;4
0.9;50;[0, 1.0, 2.0, 3.0, 4.0];[5, 5, 0, 0, 0];[0, 0, 0, 0, 0];[1, 1, 1, 1, 1];[4, 4, 1, 1, 1];57;10;1;9.34504071433525;9.345161458777302;-13.416043293948256;-13.44335342267733;270.0;4
0.9;50;[0, 1.0, 2.0, 3.0, 4.0];[4, 4, 0, 0, 0];[0, 0, 0, 0, 0];[1, 1, 1, 1, 1];[4, 4, 4, 1, 1];57;10;1;9.346610126968166;9.351439231927607;-13.41589789492992;-13.442772293498523;280.0;4
0.9;50;[0, 1.0, 2.0, 3.0, 4.0];[5, 5, 0, 0, 0];[15, 15, 0, 0, 0];[4, 4, 1, 1, 1];[4, 4, 4, 4, 1];57;10;1;9.348130619124145;9.357521391100812;-13.415480309432796;-13.441102332611097;290.0;4
0.9;50;[0, 1.0, 2.0, 3.0, 4.0];[6, 6, 7, 0, 0];[15, 15, 0, 0, 0];[4, 4, 1, 1, 1];[4, 4, 4, 1, 1];57;10;1;9.349555989981257;9.363223110090294;-13.414803222718492;-13.438394234964404;300.0;4
0.9;50;[0, 1.0, 2.0, 3.0, 4.0];[5, 5, 5, 0, 0];[15, 15, 15, 0, 0];[4, 4, 4, 1, 1];[4, 4, 4, 1, 1];57;10;1;9.350842928593211;9.368371116705651;-13.413887205854584;-13.434730254594541;310.0;4
0.9;50;[0, 1.0, 2.0, 3.0, 4.0];[6, 6, 5, 0, 0];[15, 15, 15, 0, 0];[4, 4, 4, 1, 1];[4, 4, 4, 4, 1];57;10;1;9.351952330084412;9.372808960971204;-13.412760090899337;-13.430221709057024;320.0;4
0.9;50;[0, 1.0, 2.0, 3.0, 4.0];[7, 7, 7, 7, 0];[15, 15, 15, 0, 0];[4, 4, 4, 2, 1];[4, 4, 4, 4, 1];57;10;1;9.352850484060767;9.376401772455072;-13.411456125317862;-13.425005598425834;330.0;4
0.9;50;[0, 1.0, 2.0, 3.0, 4.0];[5, 5, 3, 1, 4];[15, 15, 15, 10, 15];[4, 4, 4, 3, 4];[4, 4, 4, 4, 4];57;10;1;9.35351009909936;9.379040361733932;-13.410014931312602;-13.419240441417033;340.0;4
0.9;50;[0, 1.0, 2.0, 3.0, 4.0];[7, 7, 4, 5, 5];[10, 10, 15, 10, 15];[3, 3, 4, 3, 4];[4, 4, 4, 4, 4];57;10;1;9.353911132162196;9.380644540944768;-13.40848030169763;-13.413101455290287;350.0;4
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[14, 14, 4, 5, 5, 14];[15, 15, 0, 0, 0, 15];[4, 4, 2, 2, 2, 4];[4, 4, 4, 3, 3, 3];57;10;1;9.354041397711129;9.39020694075568;-13.406898868930545;-13.40673392912212;0.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[5, 5, 6, 5, 5, 3];[0, 0, 0, 0, 10, 10];[2, 2, 2, 2, 3, 3];[4, 4, 4, 3, 3, 3];57;10;1;9.353896938002;9.389484435495888;-13.405318687784602;-13.398832243449812;10.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[4, 4, 4, 8, 3, 5];[0, 0, 0, 15, 15, 10];[2, 2, 1, 4, 4, 3];[4, 4, 4, 3, 3, 3];57;10;1;9.353482143301617;9.387410141789763;-13.40378777477706;-13.391177043024113;20.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[4, 4, 4, 5, 4, 7];[10, 10, 15, 15, 15, 0];[3, 3, 4, 4, 4, 2];[4, 4, 3, 3, 3, 3];57;10;1;9.35280961837919;9.384047122307113;-13.402352648787232;-13.384000999128965;30.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[6, 6, 5, 7, 3, 12];[10, 10, 10, 15, 15, 15];[3, 3, 3, 4, 4, 4];[4, 4, 3, 3, 3, 3];57;10;1;9.351899799342483;9.379497605490984;-13.401056917258163;-13.377522198993415;40.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[6, 6, 10, 8, 10, 11];[0, 0, 0, 15, 15, 15];[2, 2, 2, 4, 4, 4];[4, 4, 3, 3, 3, 3];57;10;1;9.35078033248205;9.373899873932238;-13.399939950981276;-13.371937513659555;50.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[6, 6, 8, 8, 7, 10];[0, 0, 0, 0, 15, 15];[2, 2, 2, 2, 4, 4];[4, 4, 3, 3, 3, 3];57;10;1;9.349485234023053;9.367424056892599;-13.39903568775727;-13.367416614253438;60.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[7, 7, 5, 8, 8, 10];[15, 15, 0, 15, 15, 15];[4, 4, 2, 4, 4, 4];[4, 4, 4, 3, 3, 3];57;10;1;9.34805385634309;9.360266955538057;-13.398371601292654;-13.364096818694234;70.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[7, 7, 5, 10, 12, 13];[0, 0, 10, 0, 15, 15];[2, 2, 3, 2, 4, 4];[4, 4, 4, 3, 3, 3];57;10;1;9.346529692093162;9.352646058787716;-13.397967866651816;-13.362078925153433;80.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[7, 7, 6, 8, 7, 18];[0, 0, 10, 0, 15, 15];[2, 2, 3, 2, 4, 4];[4, 4, 4, 3, 3, 3];57;10;1;9.344959052579249;9.344792932144097;-13.397836747594349;-13.36142415814011;90.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[6, 6, 6, 7, 11, 9];[0, 0, 0, 0, 15, 0];[2, 2, 2, 2, 4, 2];[4, 4, 4, 3, 3, 3];57;10;1;9.343389660575317;9.336946180724393;-13.39798222437117;-13.362152318921044;100.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[5, 5, 6, 8, 9, 9];[0, 0, 10, 10, 0, 0];[2, 2, 3, 3, 2, 2];[4, 4, 4, 3, 3, 3];57;10;1;9.341869200329205;9.32934420041176;-13.398399873237308;-13.364241195167617;110.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[5, 5, 9, 6, 5, 15];[0, 0, 0, 0, 0, 15];[2, 2, 2, 2, 2, 4];[4, 4, 4, 4, 4, 3];57;10;1;9.340443868814043;9.322217937236248;-13.39907700128792;-13.367627246398666;120.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[6, 6, 4, 2, 7, 7];[0, 0, 0, 10, 0, 15];[2, 2, 2, 3, 2, 4];[4, 4, 4, 4, 4, 3];57;10;1;9.339156972230905;9.315783874619036;-13.399993032469654;-13.372207543128813;130.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[6, 6, 4, 8, 5, 6];[0, 0, 0, 15, 15, 15];[2, 2, 2, 4, 4, 4];[4, 4, 4, 4, 4, 4];57;10;1;9.338047610386084;9.310237461013806;-13.40112013299731;-13.377842899794018;140.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[6, 6, 11, 6, 7, 3];[15, 15, 15, 0, 10, 10];[4, 4, 4, 2, 3, 3];[4, 4, 4, 4, 4, 4];57;10;1;9.33714948889175;9.305747176989678;-13.402424057145954;-13.38436210562608;150.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[10, 10, 7, 9, 7, 6];[0, 0, 0, 15, 15, 0];[2, 2, 2, 4, 4, 2];[4, 4, 4, 4, 4, 4];57;10;1;9.336489895252994;9.30244942134353;-13.403865187710549;-13.391567124730026;160.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[13, 13, 5, 4, 4, 4];[0, 0, 10, 10, 10, 10];[2, 2, 3, 3, 3, 3];[4, 4, 4, 4, 4, 4];57;10;1;9.336088869926671;9.300444370996567;-13.40539973952891;-13.39923910762949;170.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[6, 6, 12, 4, 4, 6];[10, 10, 15, 15, 15, 15];[3, 3, 4, 4, 4, 4];[4, 4, 4, 4, 4, 4];57;10;1;9.335958597517804;9.299792939967716;-13.406981089526854;-13.407145032312528;180.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[6, 6, 6, 5, 4, 0];[10, 10, 15, 15, 0, 0];[3, 3, 4, 4, 1, 1];[4, 4, 4, 4, 4, 1];57;10;1;9.33610303659795;9.300514929502802;-13.408561192914307;-13.415044774021718;190.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[7, 7, 5, 9, 0, 0];[0, 0, 15, 15, 0, 0];[2, 2, 4, 4, 1, 1];[4, 4, 4, 4, 1, 1];57;10;1;9.336517799388467;9.302588425461995;-13.410092042552835;-13.42269839022167;200.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[10, 10, 4, 0, 0, 0];[10, 10, 15, 0, 0, 0];[3, 3, 4, 1, 1, 1];[4, 4, 4, 1, 1, 1];57;10;1;9.33719028496894;9.305950461395685;-13.411527127206359;-13.429873400709578;210.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[5, 5, 4, 0, 0, 0];[15, 15, 15, 0, 0, 0];[4, 4, 4, 1, 1, 1];[4, 4, 4, 1, 1, 1];57;10;1;9.338100061976828;9.3104989274915;-13.412822844417603;-13.436351842900425;220.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[5, 5, 7, 0, 0, 0];[15, 15, 15, 0, 0, 0];[4, 4, 4, 1, 1, 1];[4, 4, 4, 1, 1, 1];57;10;1;9.33921948919088;9.316095667891002;-13.413939825122085;-13.441936888925206;230.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[4, 4, 8, 0, 0, 0];[15, 15, 0, 0, 0, 0];[4, 4, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1];57;10;1;9.340514555167868;9.322570672880865;-13.414844129778928;-13.44645882415285;240.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[4, 4, 0, 0, 0, 0];[15, 15, 0, 0, 0, 0];[4, 4, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1];57;10;1;9.341945911447993;9.329727239240157;-13.415508279684202;-13.44978020572859;250.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[5, 5, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1];57;10;1;9.343470067961404;9.337347942577933;-13.415912092121651;-13.451800044183937;260.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[5, 5, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1];[4, 4, 1, 1, 1, 1];57;10;1;9.34504071433525;9.345201240719978;-13.416043293948256;-13.452456880424663;270.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[4, 4, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1];57;10;1;9.346610126968166;9.353048507863855;-13.41589789492992;-13.451730663604994;280.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[5, 5, 0, 0, 0, 0];[15, 15, 0, 0, 0, 0];[4, 4, 1, 1, 1, 1];[4, 4, 4, 4, 1, 1];57;10;1;9.348130619124145;9.360651285922536;-13.415480309432796;-13.44964337158345;290.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[6, 6, 7, 0, 0, 0];[15, 15, 0, 0, 0, 0];[4, 4, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1];57;10;1;9.349555989981257;9.367778532646202;-13.414803222718492;-13.446258353760404;300.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[5, 5, 5, 0, 0, 0];[15, 15, 15, 0, 0, 0];[4, 4, 4, 1, 1, 1];[4, 4, 4, 1, 1, 1];57;10;1;9.350842928593211;9.374213645983376;-13.413887205854584;-13.44167841497684;310.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[6, 6, 5, 0, 0, 0];[15, 15, 15, 0, 0, 0];[4, 4, 4, 1, 1, 1];[4, 4, 4, 4, 1, 1];57;10;1;9.351952330084412;9.3797610507481;-13.412760090899337;-13.436042697622835;320.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[7, 7, 7, 7, 0, 0];[15, 15, 15, 0, 0, 0];[4, 4, 4, 2, 1, 1];[4, 4, 4, 4, 1, 1];57;10;1;9.352850484060767;9.384252146822757;-13.411456125317862;-13.429522455970611;330.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[5, 5, 3, 1, 4, 5];[15, 15, 15, 10, 15, 0];[4, 4, 4, 3, 4, 1];[4, 4, 4, 4, 4, 4];57;10;1;9.35351009909936;9.387550437465059;-13.410014931312602;-13.422315850850104;340.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0];[7, 7, 4, 5, 5, 4];[10, 10, 15, 10, 15, 10];[3, 3, 4, 3, 4, 3];[4, 4, 4, 4, 4, 3];57;10;1;9.353911132162196;9.3895556812252;-13.40848030169763;-13.414641923034688;350.0;5
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[14, 14, 4, 5, 5, 14, 4];[15, 15, 0, 0, 0, 15, 10];[4, 4, 2, 2, 2, 4, 3];[4, 4, 4, 3, 3, 3, 3];57;10;1;9.354041397711129;9.3992483145445;-13.406898868930545;-13.406692590261171;0.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[5, 5, 6, 5, 5, 3, 3];[0, 0, 0, 0, 10, 10, 10];[2, 2, 2, 2, 3, 3, 3];[4, 4, 4, 3, 3, 3, 3];57;10;1;9.353896938002;9.398381246112391;-13.405318687784602;-13.39721033288204;10.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[4, 4, 4, 8, 3, 5, 6];[0, 0, 0, 15, 15, 10, 15];[2, 2, 1, 4, 4, 3, 4];[4, 4, 4, 3, 3, 3, 3];57;10;1;9.353482143301617;9.395891997327345;-13.40378777477706;-13.388023901330293;20.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[4, 4, 4, 5, 4, 7, 6];[10, 10, 15, 15, 15, 0, 0];[3, 3, 4, 4, 4, 2, 2];[4, 4, 3, 3, 3, 3, 3];57;10;1;9.35280961837919;9.391856255124233;-13.402352648787232;-13.379412524326632;30.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[6, 6, 5, 7, 3, 12, 10];[10, 10, 10, 15, 15, 15, 15];[3, 3, 3, 4, 4, 4, 4];[4, 4, 3, 3, 3, 3, 3];57;10;1;9.351899799342483;9.386396708118998;-13.401056917258163;-13.371637921589082;40.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[6, 6, 10, 8, 10, 11, 27];[0, 0, 0, 15, 15, 15, 15];[2, 2, 2, 4, 4, 4, 4];[4, 4, 3, 3, 3, 3, 3];57;10;1;9.35078033248205;9.379679310873422;-13.399939950981276;-13.364936343447448;50.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[6, 6, 8, 8, 7, 10, 9];[0, 0, 0, 0, 15, 15, 0];[2, 2, 2, 2, 4, 4, 2];[4, 4, 3, 3, 3, 3, 3];57;10;1;9.349485234023053;9.371908233021445;-13.39903568775727;-13.359511389770793;60.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[7, 7, 5, 8, 8, 10, 10];[15, 15, 0, 15, 15, 15, 15];[4, 4, 2, 4, 4, 4, 4];[4, 4, 4, 3, 3, 3, 3];57;10;1;9.34805385634309;9.363319647770567;-13.398371601292654;-13.355527826718218;70.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[7, 7, 5, 10, 12, 13, 23];[0, 0, 10, 0, 15, 15, 15];[2, 2, 3, 2, 4, 4, 4];[4, 4, 4, 3, 3, 3, 3];57;10;1;9.346529692093162;9.354174549486137;-13.397967866651816;-13.353106588792485;80.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[7, 7, 6, 8, 7, 18, 24];[0, 0, 10, 0, 15, 15, 15];[2, 2, 3, 2, 4, 4, 4];[4, 4, 4, 3, 3, 3, 3];57;10;1;9.344959052579249;9.344750819373223;-13.397836747594349;-13.352321117004182;90.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[6, 6, 6, 7, 11, 9, 5];[0, 0, 0, 0, 15, 0, 15];[2, 2, 2, 2, 4, 2, 4];[4, 4, 4, 3, 3, 3, 3];57;10;1;9.343389660575317;9.335334780827035;-13.39798222437117;-13.353195142838185;100.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[5, 5, 6, 8, 9, 9, 8];[0, 0, 10, 10, 0, 0, 15];[2, 2, 3, 3, 2, 2, 4];[4, 4, 4, 3, 3, 3, 3];57;10;1;9.341869200329205;9.32621250118198;-13.398399873237308;-13.355701983465211;110.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[5, 5, 9, 6, 5, 15, 9];[0, 0, 0, 0, 0, 15, 10];[2, 2, 2, 2, 2, 4, 3];[4, 4, 4, 4, 4, 3, 3];57;10;1;9.340443868814043;9.317661103936528;-13.39907700128792;-13.35976536763967;120.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[6, 6, 4, 2, 7, 7, 4];[0, 0, 0, 10, 0, 15, 15];[2, 2, 2, 3, 2, 4, 4];[4, 4, 4, 4, 4, 3, 3];57;10;1;9.339156972230905;9.309940354887932;-13.399993032469654;-13.36526176537324;130.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[6, 6, 4, 8, 5, 6, 7];[0, 0, 0, 15, 15, 15, 15];[2, 2, 2, 4, 4, 4, 4];[4, 4, 4, 4, 4, 4, 4];57;10;1;9.338047610386084;9.303284777036046;-13.40112013299731;-13.37202414915546;140.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[6, 6, 11, 6, 7, 3, 5];[15, 15, 15, 0, 10, 10, 10];[4, 4, 4, 2, 3, 3, 3];[4, 4, 4, 4, 4, 4, 4];57;10;1;9.33714948889175;9.297896532898244;-13.402424057145954;-13.379847071534998;150.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[10, 10, 7, 9, 7, 6, 5];[0, 0, 0, 15, 15, 0, 10];[2, 2, 2, 4, 4, 2, 3];[4, 4, 4, 4, 4, 4, 4];57;10;1;9.336489895252994;9.293939289524522;-13.403865187710549;-13.388492904515914;160.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[13, 13, 5, 4, 4, 4, 5];[0, 0, 10, 10, 10, 10, 10];[2, 2, 3, 3, 3, 3, 3];[4, 4, 4, 4, 4, 4, 4];57;10;1;9.336088869926671;9.291533251723468;-13.40539973952891;-13.397699051580894;170.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[6, 6, 12, 4, 4, 6, 8];[10, 10, 15, 15, 15, 15, 15];[3, 3, 4, 4, 4, 4, 4];[4, 4, 4, 4, 4, 4, 4];57;10;1;9.335958597517804;9.290751513697208;-13.406981089526854;-13.407185914204538;180.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[6, 6, 6, 5, 4, 0, 0];[10, 10, 15, 15, 0, 0, 0];[3, 3, 4, 4, 1, 1, 1];[4, 4, 4, 4, 4, 1, 1];57;10;1;9.33610303659795;9.291617839485632;-13.408561192914307;-13.416665372276189;190.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[7, 7, 5, 9, 0, 0, 0];[0, 0, 15, 15, 0, 0, 0];[2, 2, 4, 4, 1, 1, 1];[4, 4, 4, 4, 1, 1, 1];57;10;1;9.336517799388467;9.294105939514925;-13.410092042552835;-13.425849522542636;200.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[10, 10, 4, 0, 0, 0, 0];[10, 10, 15, 0, 0, 0, 0];[3, 3, 4, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1];57;10;1;9.33719028496894;9.298140265407433;-13.411527127206359;-13.43445941144011;210.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[5, 5, 4, 0, 0, 0, 0];[15, 15, 15, 0, 0, 0, 0];[4, 4, 4, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1];57;10;1;9.338100061976828;9.303598299375457;-13.412822844417603;-13.442233498737885;220.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[5, 5, 7, 0, 0, 0, 0];[15, 15, 15, 0, 0, 0, 0];[4, 4, 4, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1];57;10;1;9.33921948919088;9.310314269351974;-13.413939825122085;-13.448935596275113;230.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[4, 4, 8, 0, 0, 0, 0];[15, 15, 0, 0, 0, 0, 0];[4, 4, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1];57;10;1;9.340514555167868;9.318084177852661;-13.414844129778928;-13.454362041535205;240.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[4, 4, 0, 0, 0, 0, 0];[15, 15, 0, 0, 0, 0, 0];[4, 4, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1];57;10;1;9.341945911447993;9.32667199271076;-13.415508279684202;-13.458347888451582;250.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[5, 5, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1];57;10;1;9.343470067961404;9.335816812481351;-13.415912092121651;-13.460771927053818;260.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[5, 5, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1, 1];[4, 4, 1, 1, 1, 1, 1];57;10;1;9.34504071433525;9.345240789552008;-13.416043293948256;-13.461560378528903;270.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[4, 4, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1];57;10;1;9.346610126968166;9.354657570740766;-13.41589789492992;-13.460689151998533;280.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[5, 5, 0, 0, 0, 0, 0];[15, 15, 0, 0, 0, 0, 0];[4, 4, 1, 1, 1, 1, 1];[4, 4, 4, 4, 1, 1, 1];57;10;1;9.348130619124145;9.363780999139749;-13.415480309432796;-13.458184592655327;290.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[6, 6, 7, 0, 0, 0, 0];[15, 15, 0, 0, 0, 0, 0];[4, 4, 1, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1];57;10;1;9.349555989981257;9.372333812694125;-13.414803222718492;-13.454122696588632;300.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[5, 5, 5, 0, 0, 0, 0];[15, 15, 15, 0, 0, 0, 0];[4, 4, 4, 1, 1, 1, 1];[4, 4, 4, 1, 1, 1, 1];57;10;1;9.350842928593211;9.380056074779182;-13.413887205854584;-13.448626814298736;310.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[6, 6, 5, 0, 0, 0, 0];[15, 15, 15, 0, 0, 0, 0];[4, 4, 4, 1, 1, 1, 1];[4, 4, 4, 4, 1, 1, 1];57;10;1;9.351952330084412;9.386713079900664;-13.412760090899337;-13.441863911125314;320.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[7, 7, 7, 7, 0, 0, 0];[15, 15, 15, 0, 0, 0, 0];[4, 4, 4, 2, 1, 1, 1];[4, 4, 4, 4, 1, 1, 1];57;10;1;9.352850484060767;9.392102493391326;-13.411456125317862;-13.434039497165179;330.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[5, 5, 3, 1, 4, 5, 0];[15, 15, 15, 10, 15, 0, 0];[4, 4, 4, 3, 4, 1, 1];[4, 4, 4, 4, 4, 4, 1];57;10;1;9.35351009909936;9.396060507159689;-13.410014931312602;-13.425391380320406;340.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0];[7, 7, 4, 5, 5, 4, 4];[10, 10, 15, 10, 15, 10, 0];[3, 3, 4, 3, 4, 3, 1];[4, 4, 4, 4, 4, 3, 3];57;10;1;9.353911132162196;9.398466823475875;-13.40848030169763;-13.416182432576012;350.0;6
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[14, 14, 4, 5, 5, 14, 4, 0];[15, 15, 0, 0, 0, 15, 10, 0];[4, 4, 2, 2, 2, 4, 3, 1];[4, 4, 4, 3, 3, 3, 3, 3];57;10;1;9.354041397711129;9.408289683535468;-13.406898868930545;-13.406651209826185;0.0;7
0.9;50;[0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0];[5, 5, 6, 5, 5, 3, 3, 0];[0, 0, 0, 0, 10, 10, 10, 0];[2, 2, 2, 2, 3, 3, 3, 1];[4, 4, 4, 3, 3, 3, 3, 3];57;10;1;9.353896938002;9.407278031174721;-13.405318687784602;-13.395588302274247;10.0;7
