index,tx_id,azimuth,distance_ring,distance_km,num_distance_points,frequency_ghz,time_percentage,polarization,antenna_height_tx_m,antenna_height_rx_m,tx_lat,tx_lon,rx_lat,rx_lon,Lb,Ep,elapsed_s
1,TX_0001,0.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.34988235535686,-13.406917794382421,86.16550113908353,112.27934904970299,0.0017058749999989686
2,TX_0001,5.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.349861853579005,-13.40648943563651,97.49819486640602,100.9466553223805,0.0002261249999992998
3,TX_0001,10.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.349804349677402,-13.406064506228729,109.84625366080168,88.59859652798484,0.00021129199999947446
4,TX_0001,15.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.349710281331053,-13.40564624025351,108.91498822274642,89.5298619660401,0.00020783299999926896
5,TX_0001,20.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.349580364505925,-13.4052378210805,86.172811836834,112.27203835195252,0.00022145900000047902
6,TX_0001,25.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.34941558800451,-13.404842357123744,86.17593912307231,112.2689110657142,0.00021125000000132843
7,TX_0001,30.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.34921720593871,-13.40446285818182,86.17593912307231,112.2689110657142,0.00025445899999887445
8,TX_0001,35.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.348986728183368,-13.404102212529049,86.17593912307231,112.2689110657142,0.00020745800000021575
9,TX_0001,40.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.348725908883154,-13.403763164932204,86.17593912307231,112.2689110657142,0.00020766699999974492
10,TX_0001,45.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.348436733100336,-13.403448295760114,86.17593912307231,112.2689110657142,0.00020816600000017615
